word,count,문의유형
titanicAge,5,코드2
강사님,20,코드2
인지,3,코드2
밑은,1,코드2
입력되지,1,코드2
EOF,1,코드2
공통적으로,1,코드2
폴더,4,코드2
average가,1,코드2
입력된,1,코드2
묶었고,2,코드2
SKcsv,1,코드2
관계를,1,코드2
실습을,6,코드2
columns에는,1,코드2
were,2,코드2
프린트함수로,1,코드2
끊긴,3,코드2
데이터프레임,18,코드2
공유드립니다,1,코드2
J가,1,코드2
지정하여,1,코드2
하니,10,코드2
제출을,1,코드2
고민입니다,1,코드2
list라는,1,코드2
어레이타입으로,1,코드2
EX,3,코드2
speed,2,코드2
파일중,1,코드2
pd가,1,코드2
spreadsheetpy,2,코드2
확인을,5,코드2
값입니다,1,코드2
BaggingClassifier,1,코드2
setting,2,코드2
tipscsv를,1,코드2
selffit,4,코드2
setattr,1,코드2
python에서는,1,코드2
것에서,1,코드2
array,34,코드2
수업에서는,1,코드2
에이블러님,4,코드2
trained,4,코드2
다음,8,코드2
거쳐,1,코드2
하면서,1,코드2
표기되게,1,코드2
horizontal,2,코드2
수정,5,코드2
조립,1,코드2
않는데,7,코드2
직선을,1,코드2
yaml입니다,1,코드2
선언할때,2,코드2
형식으로,12,코드2
많다면,1,코드2
문장이,1,코드2
하얗게,1,코드2
상태,1,코드2
사항이,2,코드2
타당한지에,1,코드2
search,4,코드2
진전을,1,코드2
거대하게,1,코드2
프레임으로,5,코드2
patience,6,코드2
global,4,코드2
기여도를,1,코드2
있으나,1,코드2
없는게,1,코드2
예측하기에서,1,코드2
할때,6,코드2
고객별로,1,코드2
이어지게,1,코드2
에러인지를,1,코드2
문제점을,1,코드2
질문,59,코드2
PPT에는,1,코드2
죄다,1,코드2
결과의,2,코드2
it,6,코드2
경계값은,1,코드2
바꿔보니까,1,코드2
단계별,2,코드2
Y축,1,코드2
맞겠죠,1,코드2
선언하기,3,코드2
fraction,1,코드2
jupyterlab이,1,코드2
GridSearchCv,1,코드2
object,40,코드2
apartdrop,1,코드2
feature도,1,코드2
안할때,1,코드2
구성했습니다,1,코드2
rawdata,1,코드2
낮시간대만,1,코드2
stable,5,코드2
받아주는,1,코드2
무슨,18,코드2
소수점이,1,코드2
아래있는,1,코드2
실행하니,4,코드2
만드니,1,코드2
분류에서만,1,코드2
불가능한,1,코드2
depth를,4,코드2
iterator가,1,코드2
PATH를,1,코드2
구분하여,1,코드2
딥러닝,8,코드2
값에서는,1,코드2
껐다가,2,코드2
보여주지,1,코드2
ctxensure,2,코드2
코드에서,28,코드2
설정하면,2,코드2
K를,1,코드2
ff,1,코드2
무엇때문인지,1,코드2
Za,4,코드2
학습데이터의,1,코드2
커널,2,코드2
시켜,1,코드2
않는다고,2,코드2
모델최적화를,1,코드2
dataField,1,코드2
설정된다고,1,코드2
본인이,1,코드2
내용이라,1,코드2
state의,1,코드2
survived,3,코드2
dtc,3,코드2
KefI,1,코드2
하였고,2,코드2
loop,13,코드2
날짜를,2,코드2
말이랑,1,코드2
trm,5,코드2
준다고,1,코드2
말씀하셨는데,1,코드2
명칭이,1,코드2
확인하였는데,1,코드2
좌표만,1,코드2
열로,1,코드2
preprocess,1,코드2
입력했을,1,코드2
spamcsv파일이,1,코드2
텐데,1,코드2
HOAech,1,코드2
나오는거죠,1,코드2
사용한다는,1,코드2
hm,1,코드2
앞에서,2,코드2
번문제가,1,코드2
중인데,7,코드2
사망률이,1,코드2
loadmodel로,1,코드2
fit만,1,코드2
틀린경우라서,1,코드2
해보려,1,코드2
모델은,7,코드2
나누어서,2,코드2
지정해주면,1,코드2
content,33,코드2
given,3,코드2
플젝에서는,1,코드2
사람의,1,코드2
precipitation,8,코드2
Co,1,코드2
상황인데,2,코드2
spec,3,코드2
선언한,2,코드2
팬데,2,코드2
좋은데,1,코드2
dum과,1,코드2
인코더,1,코드2
반복,1,코드2
Falsebackground,1,코드2
resolution,2,코드2
충청남도,9,코드2
imagefile,2,코드2
되지않습니다,1,코드2
사용할까요,1,코드2
nulls,1,코드2
질문드렸던,2,코드2
강북구,3,코드2
저장한,5,코드2
layersInput,1,코드2
안하려다가,1,코드2
치시는거,1,코드2
도출해야,1,코드2
False라고,2,코드2
만들어도,1,코드2
exploration,1,코드2
짜두신,1,코드2
github로,1,코드2
right는,1,코드2
broken,1,코드2
criterion,1,코드2
shape가,2,코드2
변경된다고,1,코드2
멈추기,1,코드2
model이나,1,코드2
불러오기하려고,1,코드2
들어가는건가요,1,코드2
개인,3,코드2
모든값이,1,코드2
출력되면서,1,코드2
각각의,8,코드2
api,1,코드2
설정해야한다거나,1,코드2
xgbfit,1,코드2
진행되셨나요,1,코드2
오답처리를,1,코드2
요구사항이,1,코드2
분산분석으로,1,코드2
DAYWEEKDAY,1,코드2
softmax쓰는게,1,코드2
csv파일,1,코드2
단축키가,1,코드2
calculation,2,코드2
삭제되었습니다,1,코드2
매번,3,코드2
경로와,1,코드2
data로,1,코드2
비율을,4,코드2
집어넣었더니,1,코드2
은평구,3,코드2
print,80,코드2
때도,3,코드2
input의,1,코드2
feature와,1,코드2
attrs,6,코드2
소문자를,1,코드2
한줄만,1,코드2
생략된,1,코드2
실수와,1,코드2
stacklevel,2,코드2
aa,1,코드2
for,95,코드2
값이라서,1,코드2
분류했습니다,1,코드2
tempindex,1,코드2
떠오르지,1,코드2
처리좀,1,코드2
가설은,1,코드2
오늘,17,코드2
낮기,1,코드2
KNN,1,코드2
have,10,코드2
zoom,2,코드2
적용대상,1,코드2
replace,11,코드2
eta,3,코드2
겉옷,1,코드2
그러는거,1,코드2
설정해주면,1,코드2
진행중입니다,1,코드2
불러와,3,코드2
zip,13,코드2
figurefigsize,6,코드2
matplotlibpyplot,5,코드2
categorical를,1,코드2
바꿔주고,1,코드2
강우여부와,1,코드2
년월일로,1,코드2
인천광역시level,1,코드2
delta,1,코드2
Covid,4,코드2
부호,2,코드2
달라지는게,1,코드2
보세요,1,코드2
조절하는,1,코드2
작성했는데,16,코드2
미니프르젝트,1,코드2
분석해보라는뜻인가요,1,코드2
length나,1,코드2
행에,6,코드2
변경해주면,1,코드2
자리,1,코드2
eStd,1,코드2
첨부파일,4,코드2
변수이름은,1,코드2
cst,11,코드2
수치들을,1,코드2
여전히,6,코드2
인덱스도,1,코드2
있습니다,45,코드2
놓쳤습니다,1,코드2
대여일자,1,코드2
노선을,1,코드2
Subset이,1,코드2
경우를,3,코드2
질문의,2,코드2
bikedrop,1,코드2
dataframe,2,코드2
Length,10,코드2
키에러가,3,코드2
val을,3,코드2
어디,2,코드2
화면은,1,코드2
여러코드도,1,코드2
분류문제일때도,1,코드2
에러나,1,코드2
최빈값들은,1,코드2
메모리에,1,코드2
seqp파일을,1,코드2
분할은,1,코드2
got,11,코드2
작성합니다,3,코드2
weight를,1,코드2
케라스에,1,코드2
적용하면,2,코드2
method,30,코드2
cntyCd,1,코드2
info,11,코드2
계절을,1,코드2
구축하기,1,코드2
status,4,코드2
불러오는,5,코드2
aK,1,코드2
열었을,1,코드2
Test,5,코드2
zipfileZipFile,1,코드2
state는,1,코드2
않다고,1,코드2
메가가,1,코드2
파일입니다,1,코드2
axisconvert,1,코드2
datareindex,2,코드2
view의,1,코드2
뺀다고,1,코드2
inputs,10,코드2
sanitize,8,코드2
matplotlib,3,코드2
Hint,1,코드2
들어서,2,코드2
pandas를,1,코드2
bins에,1,코드2
지역,1,코드2
형식에,2,코드2
알았는데,3,코드2
분명,3,코드2
set의,2,코드2
단위가,1,코드2
val를,2,코드2
숫자로,4,코드2
있는거,1,코드2
값별로,1,코드2
nan,34,코드2
돌아가던데,1,코드2
올바른,3,코드2
옵션을,3,코드2
해결해야할까요,3,코드2
처리,5,코드2
코드도,5,코드2
어떻게하는지,1,코드2
리턴해,1,코드2
bikeList,3,코드2
xcolumns,1,코드2
osreadlink,1,코드2
두라는,1,코드2
MukyhcVBlZhv,1,코드2
고정된,1,코드2
다중분류용,1,코드2
classes,6,코드2
안맞다거나,1,코드2
MaxPool,3,코드2
실습문제에서도,1,코드2
csv로,3,코드2
Python,14,코드2
Nan으로,1,코드2
많은데,4,코드2
정류장수는,1,코드2
유의미할까요,1,코드2
New,1,코드2
내용들을,1,코드2
잘못들은걸까요,1,코드2
지원하지,1,코드2
cdfclt,1,코드2
넣었을때는,1,코드2
전처리의,2,코드2
납니다,26,코드2
만들면,3,코드2
counts의,1,코드2
표본,1,코드2
axisdrop,2,코드2
자치구,46,코드2
배웠던거,1,코드2
요소들을,1,코드2
col,5,코드2
채워줘야하는,1,코드2
pred와,1,코드2
temphead,2,코드2
drop실행시,1,코드2
gt,224,코드2
means,4,코드2
폴더가,2,코드2
용이하다,1,코드2
동영상,1,코드2
Gold,1,코드2
같습니다만,1,코드2
tensorflowkerasbackend,1,코드2
함수인가요,1,코드2
완전히,1,코드2
놓쳤는지,1,코드2
전처리에서,3,코드2
놓은,1,코드2
사용해야,7,코드2
유지한채,1,코드2
경우에만,1,코드2
지시사항을,1,코드2
해당코드를,1,코드2
찍어보니,1,코드2
경우엔,1,코드2
선언해줬었는데,1,코드2
resize,10,코드2
되는데,19,코드2
엑셀로,2,코드2
isin을,1,코드2
올바르게,2,코드2
MostValuableAsset,1,코드2
토요일,2,코드2
범주형인지,1,코드2
See,4,코드2
filenameframe,1,코드2
만들때나,1,코드2
pplot,1,코드2
실행됐는데,2,코드2
상관,2,코드2
줘봤는데,1,코드2
select,1,코드2
나머지,7,코드2
딥러닝에서는,2,코드2
func,6,코드2
원격지원을,1,코드2
않습니당,1,코드2
있지,1,코드2
관악구level,1,코드2
split을,3,코드2
못한다고,1,코드2
createDt의,1,코드2
결측치제거,2,코드2
구성한,1,코드2
thousands,2,코드2
주문연도별,3,코드2
넣어야,5,코드2
adjust,1,코드2
비교했을때,1,코드2
lowest,1,코드2
해보았는데,2,코드2
subset을,1,코드2
rc,2,코드2
shapinitjs,1,코드2
jungrelease,1,코드2
데이터들의,2,코드2
metrics,8,코드2
거쳤으나,1,코드2
생각했는데,1,코드2
concatenate,1,코드2
mosaic,2,코드2
shape로,1,코드2
only,31,코드2
만한,1,코드2
saving,1,코드2
형태소,7,코드2
pathmax,1,코드2
제출이,1,코드2
예제,1,코드2
애니메이션,2,코드2
확인차,2,코드2
설명해주셨는데,1,코드2
회전초밥,1,코드2
되질않습니다,1,코드2
val,75,코드2
조언좀,1,코드2
validation,80,코드2
설정,2,코드2
가져오기,7,코드2
files,4,코드2
못하겠어요,1,코드2
스케일링을,5,코드2
expected,7,코드2
변경없이,1,코드2
관찰되는데,1,코드2
넘을,1,코드2
초과,1,코드2
사진속,2,코드2
있던데,2,코드2
되어,10,코드2
대표값을,1,코드2
불러옵니다,2,코드2
seoulcsv,1,코드2
in,240,코드2
에서는,3,코드2
나타나고,1,코드2
두는,1,코드2
수치가,3,코드2
requestFILESgetlist,1,코드2
기대가치,1,코드2
해제해주었는데,1,코드2
Orderyear,1,코드2
금요일,1,코드2
NNBC,4,코드2
문장들을,1,코드2
평가를,4,코드2
기입하라는,1,코드2
countplot그릴때,1,코드2
결합이,1,코드2
채택하는,1,코드2
구별로,1,코드2
died,6,코드2
차이만,1,코드2
outer를,1,코드2
써보고,1,코드2
MSE,1,코드2
구하고자,1,코드2
금천구,3,코드2
만드는지,1,코드2
합쳐져있는,1,코드2
Py,2,코드2
실행시켰으나,1,코드2
했습니다,11,코드2
linestyle,2,코드2
년원일은,1,코드2
물론,1,코드2
array로,1,코드2
encoding,15,코드2
join이,1,코드2
안나오는,1,코드2
방법인지,1,코드2
같아야,2,코드2
B를,1,코드2
traindata,7,코드2
종로구인,1,코드2
없다면,1,코드2
찾아서,4,코드2
boot,1,코드2
x에,4,코드2
파이썬,2,코드2
직전에,1,코드2
Wednesday,2,코드2
중요도에,1,코드2
astype,9,코드2
tensorflowpythonkerasmodels,1,코드2
이후에도,1,코드2
두번째,2,코드2
inspection,2,코드2
지우는게,1,코드2
osmkdir,7,코드2
밑줄친,1,코드2
이거와,1,코드2
분류해줘야,1,코드2
counts가,1,코드2
npinf,6,코드2
unzip하지,1,코드2
use,5,코드2
steps,7,코드2
역시,3,코드2
인해,3,코드2
달라진다는,1,코드2
기준일ID와,1,코드2
sales,24,코드2
FRAME,4,코드2
아주,1,코드2
넣어준,1,코드2
z가,1,코드2
pltticklabel,4,코드2
cbar,3,코드2
개수만,1,코드2
제거한,7,코드2
지운,2,코드2
shared,1,코드2
수업때,1,코드2
이번의,1,코드2
적용한,1,코드2
차원에서,1,코드2
jsondumps,4,코드2
kerascallbacksModelCheckpoint,1,코드2
XGB가,1,코드2
실행이,14,코드2
R처럼,1,코드2
사라집니다,1,코드2
stimage,1,코드2
무엇일까요,6,코드2
구간을,2,코드2
되서,1,코드2
watching,1,코드2
extensionarrays,1,코드2
해야만이,1,코드2
total과,2,코드2
하니까,5,코드2
타임시리즈,3,코드2
범위를,3,코드2
정말정말,1,코드2
날짜형으로,1,코드2
유지한,1,코드2
이후,16,코드2
붙이는,5,코드2
문제나,1,코드2
지정하면,4,코드2
Extract,1,코드2
모른다고,1,코드2
이상치를,2,코드2
항목에서,1,코드2
new,14,코드2
왜그러는걸까요,1,코드2
text,16,코드2
axesitems,2,코드2
지정해서,3,코드2
aksemfrh,1,코드2
실행해도,2,코드2
막혔는데,1,코드2
xy,8,코드2
들어가는지,4,코드2
결축치로,1,코드2
출력했을때,1,코드2
구했습니다,3,코드2
sex,1,코드2
추출하는,5,코드2
작동할까요,1,코드2
진행했을때에,1,코드2
변경하려,1,코드2
토요일에,1,코드2
뭐만,1,코드2
적용하나요,1,코드2
온도값이,1,코드2
join에서,1,코드2
추가로,4,코드2
처리는,2,코드2
caveats,3,코드2
kerascallbacksEarlyStopping,1,코드2
읽을,1,코드2
수치인지,1,코드2
들어온다면,1,코드2
min값을,1,코드2
존재하는,6,코드2
month,24,코드2
이유에,1,코드2
승객수,1,코드2
됐습니다,1,코드2
수는,6,코드2
치환해서,1,코드2
설정을,5,코드2
NaNs,5,코드2
파일로,9,코드2
넘버로,2,코드2
하거나,1,코드2
생활정보기반,1,코드2
PM,12,코드2
사용하게,3,코드2
각각으로,1,코드2
알고싶은,1,코드2
높은,5,코드2
바쁘실텐데,1,코드2
same,13,코드2
이라고,10,코드2
중요도,2,코드2
말할,1,코드2
확인하므로,1,코드2
열추가,4,코드2
피쳐를,1,코드2
basepy,14,코드2
activation,54,코드2
CAP,9,코드2
변경하여,2,코드2
Notebooks,1,코드2
into,5,코드2
LightGBM,1,코드2
안되더라구요,1,코드2
Vectorize,1,코드2
Df형태로,1,코드2
여부와,4,코드2
modelcompile에서,1,코드2
concat한,1,코드2
차이인지,1,코드2
pdDataFrame,16,코드2
Income,5,코드2
맞습니다,1,코드2
상관계수를,5,코드2
fd,1,코드2
Titanic,1,코드2
문의남기라고,1,코드2
mparamscv,1,코드2
trainx,1,코드2
nfeatures로,1,코드2
찍혀나옵니다,1,코드2
오류입니다,1,코드2
문제로,2,코드2
ozone,8,코드2
선언할,1,코드2
뭔가,3,코드2
executeexecute,1,코드2
인덱스별로,1,코드2
활성화,3,코드2
남동구level,1,코드2
올렸는데,1,코드2
가변수,1,코드2
SimpleImputer가,1,코드2
추천,1,코드2
올라갈지,1,코드2
사라지지,1,코드2
named,3,코드2
csv,69,코드2
생각하시면,1,코드2
컴파일시,1,코드2
left를,1,코드2
추가인데,1,코드2
찾기,4,코드2
score는,1,코드2
합쳐서,5,코드2
iloc가,1,코드2
training,10,코드2
iter,10,코드2
데이터프레임에서,6,코드2
괄호를,2,코드2
봐주셨으면,1,코드2
year에,1,코드2
가변수화를,3,코드2
해봐도,5,코드2
지역별,3,코드2
warningswarn,6,코드2
하는건데,1,코드2
periods,2,코드2
줘도,1,코드2
follow,6,코드2
LogisticRegression,1,코드2
가로,3,코드2
nltkText를,2,코드2
tmpgroupby,1,코드2
같이날라가는데,1,코드2
Title별,1,코드2
대괄호는,1,코드2
진행되는거,1,코드2
train파일들이,1,코드2
gradientfit,1,코드2
이하의,1,코드2
근데,4,코드2
범주,7,코드2
catboost,1,코드2
변경하라는것을,1,코드2
해결하나요,2,코드2
합쳐서가,1,코드2
학습했는데,1,코드2
폴더안에,1,코드2
csv의,1,코드2
많을까요,2,코드2
정의하여,1,코드2
진행해줬는데,1,코드2
문제는,3,코드2
검증한다는,1,코드2
이라는,7,코드2
linearRegression을,1,코드2
생성할때,2,코드2
박지현,1,코드2
shape이,4,코드2
modelfit이,1,코드2
hyphens,1,코드2
아무런,1,코드2
않는지,1,코드2
Quota,4,코드2
embedding,12,코드2
둘다,3,코드2
서울에서만,1,코드2
한글,1,코드2
일정이상되면,1,코드2
그래서,17,코드2
안된건가요,1,코드2
입력단위가,1,코드2
왼쪽이,1,코드2
판매량,1,코드2
원본파일,1,코드2
진행해야,10,코드2
YOLO를,1,코드2
manhattan,1,코드2
valid에서는,1,코드2
어려운가요,1,코드2
로만,2,코드2
end,7,코드2
None을,1,코드2
되고,9,코드2
과정과,2,코드2
출력되는데,1,코드2
backward,2,코드2
Bad,2,코드2
경쟁사,1,코드2
있다고,10,코드2
저희와,1,코드2
repeated,1,코드2
epoch도,1,코드2
반복됩니다,1,코드2
틀린게,2,코드2
int형으로,1,코드2
아래에서는,1,코드2
tm,1,코드2
heightimg,2,코드2
wrapper,4,코드2
NONE,1,코드2
ccckey,1,코드2
수정해야되는지,1,코드2
열을,19,코드2
unique,5,코드2
이용하였으나,1,코드2
붙이라는,1,코드2
부족한,2,코드2
작성했었는데,2,코드2
예측값에,1,코드2
요소,1,코드2
앞서,4,코드2
resultpvalues,1,코드2
slices,2,코드2
포함되서,1,코드2
body,6,코드2
사용되는,3,코드2
requirement,1,코드2
F팬데InflectNNBCEC패,2,코드2
랜덤,1,코드2
많이나다보니,1,코드2
초단위,1,코드2
이랑,1,코드2
싶은대로,1,코드2
하는데,46,코드2
실패하네요,1,코드2
틀리게,1,코드2
축값의,1,코드2
snsregplot,4,코드2
grouping,1,코드2
moving,58,코드2
커브를,1,코드2
해가며,1,코드2
end를,1,코드2
totalindex,2,코드2
오류의,2,코드2
없었는데,2,코드2
유니크,2,코드2
따라,11,코드2
문의드려도,3,코드2
번에서만,1,코드2
출생년도,3,코드2
발생해서요,1,코드2
변경할때,1,코드2
이상의,2,코드2
nouns,11,코드2
넣으면,10,코드2
STATION,3,코드2
원인이,9,코드2
충남충북반,1,코드2
시본,4,코드2
필수적으로,1,코드2
정규분포가,1,코드2
target은,1,코드2
학습이,6,코드2
돌려봤는데,1,코드2
안납니다,1,코드2
코드에,8,코드2
predict시에,1,코드2
curve을,1,코드2
ht,4,코드2
바꿔도,3,코드2
videoisOpened,9,코드2
sat,4,코드2
LIMIT,4,코드2
파일에는,2,코드2
선택,4,코드2
않다면,1,코드2
설정하다보니,1,코드2
수업,10,코드2
잡았다고,1,코드2
원핫인코딩,1,코드2
movinghow,1,코드2
주신,7,코드2
dfmhgroupby,2,코드2
벡터의,1,코드2
nng,1,코드2
visibility,3,코드2
사항인가요,1,코드2
F에서,1,코드2
랜덤하게뜨다,1,코드2
하위,2,코드2
contextlibpy,2,코드2
궁금한게,1,코드2
줄이기,1,코드2
알아서,1,코드2
dropna로,1,코드2
스플릿,1,코드2
많지,1,코드2
판매현황을,1,코드2
작성했습니다,4,코드2
빼는,1,코드2
아니라고하여,1,코드2
돌린다고,1,코드2
train의,8,코드2
dst,19,코드2
남기기단계에서,1,코드2
탄소량이,1,코드2
결과물을,2,코드2
문의사항을,2,코드2
rows,3,코드2
입력하는게,1,코드2
세운,1,코드2
루프,1,코드2
연도별,2,코드2
해주신,2,코드2
안에서도,1,코드2
aclip,1,코드2
구하게,1,코드2
reportMissingImports,1,코드2
parsing,1,코드2
outer로,1,코드2
진행했습니다,4,코드2
안되는거면,1,코드2
생각을,1,코드2
내용에서,1,코드2
아무래도,1,코드2
epoch마다,1,코드2
작성시,1,코드2
길이가,2,코드2
함수인건가요,1,코드2
대해서만,2,코드2
변하는,1,코드2
nc,2,코드2
friends,1,코드2
필수는,1,코드2
때문이라는,1,코드2
MusicSample,1,코드2
기준일id가,1,코드2
weight와,1,코드2
selfname,2,코드2
map,14,코드2
Draw,1,코드2
unseen,1,코드2
줄어서,1,코드2
진행하기,1,코드2
operations,2,코드2
어떤건가요,1,코드2
분류하기,1,코드2
drvg,1,코드2
입력했습니다,1,코드2
spamcsv,4,코드2
로지스틱회귀의,1,코드2
첨부파일로,1,코드2
알았습니다,2,코드2
x라는,1,코드2
그래프로,4,코드2
Male,1,코드2
무슨뜻의,1,코드2
modelfit부분에서,1,코드2
인식하고,1,코드2
일요일,1,코드2
읽어보니까,1,코드2
IQR,2,코드2
상태로,1,코드2
find,2,코드2
알파벳,2,코드2
사라질,1,코드2
파생,2,코드2
적혀,1,코드2
중복된다고,1,코드2
나와요,2,코드2
모델들을,1,코드2
age에서는,2,코드2
aitem,1,코드2
위와같이,2,코드2
나오긴,1,코드2
a부분의,1,코드2
농도별,1,코드2
굉장히,3,코드2
레이어가,1,코드2
literal,1,코드2
임베딩,2,코드2
붙였는데,1,코드2
작성하여서,1,코드2
중복,2,코드2
시리즈의,1,코드2
문자열인,1,코드2
구간으로,2,코드2
사용했던,1,코드2
문제일,2,코드2
ABCDataFrame,1,코드2
각각,17,코드2
진행하다가,1,코드2
끌고,1,코드2
tape,1,코드2
contain,4,코드2
결과가,40,코드2
정답을,3,코드2
accessing,1,코드2
TensorSpec,2,코드2
기준열인,1,코드2
token,1,코드2
초기화하는,1,코드2
구했고,1,코드2
청소한다는,1,코드2
때문입니다,1,코드2
진행합니다,1,코드2
해보면,3,코드2
사용할,16,코드2
merge한,1,코드2
중구,5,코드2
cat,1,코드2
정리한,1,코드2
ReLu,1,코드2
종합실습,3,코드2
해결하고자,1,코드2
usr,40,코드2
align,2,코드2
데이터셋은,2,코드2
tuple,6,코드2
Title,7,코드2
GRU,1,코드2
grid,19,코드2
names가,1,코드2
대상으로,3,코드2
CNN,6,코드2
나와있지,1,코드2
같으나,1,코드2
ETAA의,1,코드2
변환하는,4,코드2
알아봐주세요,1,코드2
been,1,코드2
작업중인데,1,코드2
encoded,4,코드2
확인하면,2,코드2
고생많으십니당,1,코드2
단서,21,코드2
과정중에서,1,코드2
같다는,2,코드2
일에,1,코드2
준다는,1,코드2
sparse,8,코드2
전문점,1,코드2
타이틀이,1,코드2
그림파일은,1,코드2
답변이,1,코드2
교차표를,1,코드2
총생활인구수는,1,코드2
둘다했는데,1,코드2
타이핑했고,1,코드2
WEEKDAY,4,코드2
kolaw,3,코드2
one,7,코드2
단어들이,1,코드2
sarima,1,코드2
유무로,1,코드2
오름차순,1,코드2
xgbpredict,1,코드2
i로,1,코드2
방식이,1,코드2
seaborn,21,코드2
같지,1,코드2
같아보입니다,1,코드2
배울,2,코드2
setupdate,1,코드2
들어가고,2,코드2
주어지는,1,코드2
total,163,코드2
안에,21,코드2
성별이,2,코드2
s열에서,1,코드2
싶다면,3,코드2
behaviour,1,코드2
여러번,4,코드2
y자리에,1,코드2
Logistic,1,코드2
미니프로젝트,7,코드2
의미하는데,1,코드2
끝에,1,코드2
In,2,코드2
합치는,1,코드2
애매하게,1,코드2
여기,2,코드2
bins를,1,코드2
써줘야하는곳이,1,코드2
LabelEncoder를,1,코드2
있는txt파일,1,코드2
pvalues,1,코드2
오류메시지에,1,코드2
kde,1,코드2
수작업으로,1,코드2
가능하다고,1,코드2
배열,1,코드2
덮어서,1,코드2
지워집니다,1,코드2
도중에,2,코드2
상태긴,1,코드2
다음곽,1,코드2
대괄호가,1,코드2
최고성능이,1,코드2
디폴트,2,코드2
face,4,코드2
propertiespyx,1,코드2
칼럼에는,2,코드2
spreadsheets,1,코드2
분석하면,1,코드2
눈에,1,코드2
돌린뒤,1,코드2
해주어서,1,코드2
알겠습니다,1,코드2
확인할,5,코드2
번의,5,코드2
이름이,4,코드2
돌려야지만,1,코드2
알려주신,2,코드2
작업이,1,코드2
dataset이,1,코드2
기준,3,코드2
앞서의,1,코드2
짧게,2,코드2
각자,1,코드2
안됐다고,1,코드2
돌리는,4,코드2
굵은,1,코드2
another,1,코드2
단변량분석,1,코드2
sungcha,3,코드2
abool,1,코드2
가능할지요,1,코드2
tree를,2,코드2
요일에,2,코드2
오기,2,코드2
많으십니다,3,코드2
증가액을,1,코드2
돌릴방법이,1,코드2
dataframe이,1,코드2
inference,10,코드2
labels,45,코드2
교통,1,코드2
US,6,코드2
필터결과,1,코드2
매매,1,코드2
갯수를,3,코드2
것만,3,코드2
갑니다,1,코드2
제목처럼,2,코드2
행렬,1,코드2
source,1,코드2
Bin,1,코드2
모델요약,3,코드2
계절이라고,1,코드2
이해,3,코드2
nplinalgpinv,1,코드2
작성한,6,코드2
제거할,3,코드2
나오면,2,코드2
오려면,1,코드2
않지,1,코드2
MEASUERMENT,6,코드2
predict에서,1,코드2
짜야하는지,1,코드2
역할이,1,코드2
시작과,2,코드2
설명,9,코드2
맞게,8,코드2
분류입니다,1,코드2
되게,1,코드2
기준일ID열을,1,코드2
densities,2,코드2
하였습니다,8,코드2
predict한,1,코드2
사이즈를,6,코드2
MNIST는,1,코드2
숫자,6,코드2
gamma에,2,코드2
단계서부터,1,코드2
error가,3,코드2
메시지,2,코드2
SVM,1,코드2
Helmelt과,1,코드2
서울특별시level,1,코드2
스레시홀드로,1,코드2
강사님께서,19,코드2
전처리시,1,코드2
주신다면,1,코드2
필요가,3,코드2
사이코러스,2,코드2
영어,1,코드2
등분한,2,코드2
써야하는지,1,코드2
df이라서,1,코드2
연결하면,1,코드2
개면,2,코드2
prefix,9,코드2
xgboost에,1,코드2
ProductID가,1,코드2
test데이터,3,코드2
이니깐,1,코드2
cdoos,1,코드2
Jangrae,5,코드2
사용하던데,1,코드2
무엇때문에,1,코드2
truncate,1,코드2
코드수정을,1,코드2
약간,1,코드2
사용량,1,코드2
켜져있는,1,코드2
spamcsv불러오면,1,코드2
확인해봤고,1,코드2
안잡히고,1,코드2
안바뀌엇다고,1,코드2
traintest의,1,코드2
원칙인데,1,코드2
method가,1,코드2
이동을,1,코드2
설정되는건가요,1,코드2
particularly,1,코드2
dcb,2,코드2
stopping,11,코드2
단계,2,코드2
aggregate,3,코드2
필요한데,1,코드2
뭐라,1,코드2
때만,1,코드2
다양한,1,코드2
JeonJunWooo,2,코드2
boxage,4,코드2
출력값의,2,코드2
self,131,코드2
부평구level,1,코드2
있었던,2,코드2
전체에,1,코드2
deprecated,1,코드2
nd,1,코드2
Warning,1,코드2
기준이나,1,코드2
피처에,1,코드2
파트에,1,코드2
픽셀을,1,코드2
이상점을,1,코드2
안된다,2,코드2
습도값,1,코드2
제안된,1,코드2
DNN,1,코드2
레몬으로,1,코드2
managerfindfont,1,코드2
XGB관련하여,1,코드2
빈도수에,1,코드2
z를,1,코드2
봐도,4,코드2
깃허브에,1,코드2
되는게,2,코드2
protected,1,코드2
주고,2,코드2
npc,3,코드2
무한루프에서,1,코드2
폰트,2,코드2
금일,3,코드2
dataset에는,1,코드2
path,21,코드2
zD,1,코드2
pvalue값이,2,코드2
개별적으로,1,코드2
수도권,7,코드2
어그멘테이션할,1,코드2
stores,1,코드2
병합,3,코드2
작업을,1,코드2
plthist,6,코드2
입력,5,코드2
상관관계가,2,코드2
tail,1,코드2
측정되는데,1,코드2
연령대를,4,코드2
wordcloud,1,코드2
sec,14,코드2
오류를,3,코드2
비어있지만,1,코드2
잡은건가요,1,코드2
Alternatively,1,코드2
bike로,1,코드2
번에서,16,코드2
characters,1,코드2
추출하기,1,코드2
건가여,1,코드2
혼합,1,코드2
시도하는데,1,코드2
해결해야할지,1,코드2
duplicates,3,코드2
temperature,3,코드2
tf,1,코드2
해결했어요,1,코드2
하고자,1,코드2
동안구level,1,코드2
어떨,2,코드2
